freq;unit;sex;age;reason;geo\TIME_PERIOD,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 
A;PC_SAL;F;Y15-74;TOTAL;NL,16.7 b,17.2 b,18.6 ,18.5 ,19.7 ,18.5 ,19.4 ,20.3 ,21.4 ,22.2 ,21.7 ,22.1 ,23.0 ,22.8 ,21.4 
A;PC_SAL;F;Y15-74;TOTAL;PL,24.6 b,26.0 ,27.9 ,27.7 ,26.6 ,27.1 b,26.1 ,26.3 ,26.4 ,28.1 ,27.9 ,27.7 ,26.7 ,25.3 ,23.0 
A;PC_SAL;F;Y15-74;TOTAL;PT,20.3 b,21.6 ,22.9 ,24.1 ,23.2 ,23.5 ,22.2 b,20.4 ,21.5 ,21.2 ,21.5 ,22.1 ,21.7 ,22.0 ,21.0 
A;PC_SAL;F;Y15-74;TOTAL;RO,1.9 b,1.6 ,1.5 ,1.2 ,1.0 ,0.9 b,1.2 ,1.1 ,1.1 ,1.2 ,1.1 ,1.0 ,0.9 ,0.9 ,1.0 
A;PC_SAL;F;Y15-74;TOTAL;SE,17.7 b,19.1 ,19.9 ,18.7 ,17.6 ,18.3 ,19.0 ,18.5 ,19.1 ,19.4 ,18.8 ,18.3 ,18.5 ,18.5 b,18.3 
A;PC_SAL;F;Y15-74;TOTAL;SI,19.3 b,19.3 ,20.8 ,19.6 ,17.8 ,19.3 ,19.9 ,18.6 ,17.2 ,17.1 ,18.8 ,18.1 ,19.1 ,17.3 ,15.0 
A;PC_SAL;F;Y15-74;TOTAL;SK,4.9 b,5.2 ,5.2 ,4.8 ,4.1 ,5.9 ,7.0 b,7.3 ,7.2 ,8.6 ,11.4 ,10.4 ,10.0 ,9.0 ,8.9 
A;PC_SAL;F;Y15-74;TOTAL;UK,5.9 b,6.3 ,6.4 b,5.0 b,5.2 ,5.5 ,5.5 ,6.1 ,5.9 ,6.0 ,5.9 ,5.9 ,5.7 ,5.3 ,4.7 
A;PC_SAL;F;Y15-74;WANTTMP;AT,: ,0.5 ,0.8 ,3.0 ,2.9 ,3.1 ,3.2 ,3.3 ,3.2 ,3.4 ,3.1 ,3.1 ,3.5 ,3.2 ,3.1 
A;PC_SAL;F;Y15-74;WANTTMP;BE,0.7 b,0.9 ,1.0 ,0.9 ,1.0 ,2.0 ,2.1 ,1.8 ,1.7 ,1.9 ,1.5 ,1.9 ,2.0 b,2.3 ,2.6 
A;PC_SAL;F;Y15-74;WANTTMP;BG,0.4 bu,0.5 u,0.4 u,: bu,0.4 u,: bu,: bu,: u,: u,: u,: u,: u,0.5 u,0.6 u,0.8 u
A;PC_SAL;F;Y15-74;WANTTMP;CY,: bu,: u,0.6 u,0.5 u,: bu,: u,: u,: u,: u,: u,: u,0.5 u,0.4 u,0.7 u,0.6 u
A;PC_SAL;F;Y15-74;WANTTMP;CZ,3.0 b,2.9 ,3.4 ,3.5 ,3.7 ,3.2 ,2.5 b,2.4 ,2.4 ,2.6 ,2.5 ,2.8 ,3.2 ,3.0 ,2.5 
A;PC_SAL;F;Y15-74;WANTTMP;DE,0.3 b,: bu,0.4 ,0.3 ,0.3 ,0.3 b,0.4 ,0.3 b,0.3 ,0.3 ,0.3 ,0.4 ,0.4 ,0.4 ,0.4 
A;PC_SAL;F;Y15-74;WANTTMP;DK,2.4 b,2.3 ,2.4 ,2.0 b,1.9 ,1.5 ,1.4 ,1.2 ,1.0 ,0.9 ,1.6 ,4.6 b,4.1 b,4.0 ,4.1 
A;PC_SAL;F;Y15-74;WANTTMP;EE,: bu,0.6 u,: u,: u,: u,: u,0.5 u,0.5 u,0.5 u,0.6 u,0.6 u,0.6 u,0.4 u,0.7 u,0.6 u
A;PC_SAL;F;Y15-74;WANTTMP;EL,0.4 b,0.5 ,0.5 ,0.4 ,0.5 b,0.6 ,0.5 ,0.2 u,0.3 u,0.3 u,0.3 u,0.4 ,0.5 ,1.0 ,1.2 
A;PC_SAL;F;Y15-74;WANTTMP;ES,: ,2.5 b,2.4 ,1.9 ,1.0 b,0.8 ,1.0 ,0.8 ,0.7 ,0.7 ,0.8 ,0.7 ,0.9 ,1.3 ,1.3 
A;PC_SAL;F;Y15-74;WANTTMP;FI,5.4 b,5.6 ,5.0 b,4.6 ,4.4 ,4.1 ,4.8 ,4.0 ,5.3 ,4.3 ,4.1 ,4.3 ,4.2 ,5.1 ,4.7 
A;PC_SAL;F;Y15-74;WANTTMP;FR,3.1 b,2.9 b,3.2 ,2.9 ,3.1 ,2.9 ,3.1 ,3.1 ,2.6 ,2.7 b,2.9 ,3.2 ,3.7 ,3.6 ,3.9 
A;PC_SAL;F;Y15-74;WANTTMP;HR,: bu,: u,: u,0.2 u,0.3 u,0.2 u,: u,: c,: c,0.3 bu,0.3 u,1.6 ,1.3 u,1.8 ,1.8 
A;PC_SAL;F;Y15-74;WANTTMP;HU,0.3 bu,1.3 ,1.5 ,1.2 ,1.4 ,1.4 ,1.4 ,1.4 ,1.5 ,1.4 ,1.3 ,1.0 ,0.9 ,1.0 ,1.1 
A;PC_SAL;F;Y15-74;WANTTMP;IE,1.1 b,2.2 ,2.8 b,2.7 ,1.7 ,1.9 ,1.6 ,1.7 ,1.8 ,2.0 ,2.0 ,2.1 ,2.2 b,2.6 ,2.7 
A;PC_SAL;F;Y15-74;WANTTMP;IT,1.2 b,1.3 ,1.1 ,1.1 ,0.8 ,0.7 ,0.6 ,0.5 ,0.4 ,0.3 ,0.3 ,0.4 ,0.4 ,0.4 ,0.3 
A;PC_SAL;F;Y15-74;WANTTMP;LT,: bu,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,0.2 u,0.2 u,0.3 u,0.4 u
A;PC_SAL;F;Y15-74;WANTTMP;LU,: bu,: u,: bu,: u,0.9 bu,0.9 u,0.7 u,1.2 ,1.1 ,1.4 ,1.4 b,1.4 ,0.9 u,0.9 ,: 
A;PC_SAL;F;Y15-74;WANTTMP;LV,: bu,0.8 ,0.7 ,0.5 ,: u,: u,: u,0.4 u,0.6 u,: u,0.9 ,0.5 ,0.6 ,: u,0.4 u
A;PC_SAL;F;Y15-74;WANTTMP;MT,2.2 b,1.7 u,2.2 ,1.6 ,1.6 ,1.4 u,1.5 ,1.4 ,1.5 ,1.4 ,1.8 ,1.9 ,1.7 ,2.2 ,2.7 
A;PC_SAL;F;Y15-74;WANTTMP;NL,2.0 b,1.9 b,2.4 ,2.6 ,2.4 ,2.1 ,2.2 ,2.1 ,2.3 ,2.5 ,2.4 ,2.4 ,2.7 ,3.3 ,3.1 
A;PC_SAL;F;Y15-74;WANTTMP;PL,1.4 b,1.7 ,2.1 ,2.5 ,2.7 ,2.4 b,4.1 b,4.2 ,3.9 ,4.1 ,4.3 ,5.1 ,5.6 ,5.8 ,6.0 
A;PC_SAL;F;Y15-74;WANTTMP;PT,: ,1.1 ,1.1 ,1.2 ,1.2 ,1.0 ,1.0 b,0.9 ,1.0 ,1.1 ,0.9 ,1.0 ,1.2 ,1.3 ,1.4 
A;PC_SAL;F;Y15-74;WANTTMP;RO,: bu,: u,: u,: u,: u,: bu,: u,: u,: u,: u,: u,: u,: u,: u,: u
A;PC_SAL;F;Y15-74;WANTTMP;SE,5.5 b,6.0 ,6.2 ,6.3 ,5.6 ,6.0 ,6.3 ,6.4 ,6.5 ,6.4 ,6.4 ,6.5 ,7.0 ,7.1 b,7.5 
A;PC_SAL;F;Y15-74;WANTTMP;SI,7.1 b,7.6 ,7.0 ,8.5 ,8.0 ,7.6 ,6.5 ,7.7 ,6.5 ,5.1 ,6.5 ,6.9 ,7.2 ,8.4 ,8.6 
A;PC_SAL;F;Y15-74;WANTTMP;SK,1.4 b,1.8 ,1.8 ,1.3 ,0.8 ,1.1 ,1.4 b,1.3 ,1.3 ,1.3 ,1.7 ,3.2 ,2.1 ,1.7 ,2.6 
A;PC_SAL;F;Y15-74;WANTTMP;UK,1.6 b,1.9 ,1.8 b,1.6 b,1.5 ,1.4 ,1.3 ,1.5 ,1.3 ,1.3 ,1.3 ,1.4 ,1.6 ,1.4 ,1.3 
A;PC_SAL;M;Y15-74;INEDUC;AT,9.2 b,5.2 ,4.8 ,4.8 ,5.1 ,5.2 ,5.4 ,5.1 ,5.0 ,4.7 ,4.6 ,4.5 ,4.4 ,4.3 ,4.4 
A;PC_SAL;M;Y15-74;INEDUC;BE,0.8 b,0.6 ,0.7 ,0.7 ,0.7 ,0.5 ,0.6 ,0.6 ,0.5 ,0.5 ,0.5 ,0.6 ,0.7 b,0.6 ,0.8 
A;PC_SAL;M;Y15-74;INEDUC;BG,0.5 bu,0.3 u,: u,: bu,: u,: bu,: bu,: u,: u,: u,: c,: c,: c,: c,: u
A;PC_SAL;M;Y15-74;INEDUC;CY,0.8 bu,0.7 u,0.4 u,0.7 u,0.5 bu,0.5 u,0.4 u,0.6 u,: u,0.7 u,0.4 u,0.4 u,0.4 u,: u,: u
A;PC_SAL;M;Y15-74;INEDUC;CZ,0.1 bu,0.1 u,0.1 u,0.1 u,0.1 u,0.0 u,: ,: c,: c,0.1 u,0.0 u,: c,0.1 u,0.2 u,0.2 u
A;PC_SAL;M;Y15-74;INEDUC;DE,6.3 b,6.1 b,6.2 ,6.1 ,6.4 ,6.0 b,5.7 ,5.2 b,5.3 ,5.2 ,5.1 ,5.3 ,5.2 ,5.4 ,5.4 
A;PC_SAL;M;Y15-74;INEDUC;DK,3.3 b,3.1 ,3.2 ,3.8 b,3.5 ,3.3 ,3.2 ,3.0 ,3.2 ,3.3 ,3.5 ,4.1 b,3.6 b,3.4 ,3.7 
A;PC_SAL;M;Y15-74;INEDUC;EE,: bu,: u,: u,: u,: c,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A;PC_SAL;M;Y15-74;INEDUC;EL,0.8 b,0.7 ,0.7 ,0.8 ,0.7 b,0.5 ,0.5 ,0.5 ,0.5 ,0.5 ,0.7 ,1.1 ,1.0 ,0.9 ,0.5 
A;PC_SAL;M;Y15-74;INEDUC;ES,: ,1.1 b,1.2 ,1.1 ,0.9 b,0.9 ,0.9 ,0.8 ,0.9 ,1.0 ,1.3 ,1.3 ,1.2 ,1.2 ,1.2 
A;PC_SAL;M;Y15-74;INEDUC;FI,0.7 b,1.1 ,1.1 b,0.9 ,0.8 ,1.0 ,1.0 ,0.7 ,0.9 ,0.9 ,0.7 ,0.6 ,0.7 ,0.7 ,0.9 
A;PC_SAL;M;Y15-74;INEDUC;FR,2.4 b,2.4 b,2.5 ,2.7 ,2.6 ,2.7 ,2.7 ,2.8 ,2.7 ,2.4 b,2.6 ,2.5 ,2.8 ,2.6 ,2.4 
A;PC_SAL;M;Y15-74;INEDUC;HR,5.3 b,6.2 ,6.0 ,5.3 ,5.2 ,5.6 ,6.3 ,6.6 ,7.3 ,8.1 b,10.6 ,1.9 ,1.1 u,0.6 u,0.8 u
A;PC_SAL;M;Y15-74;INEDUC;HU,: bu,: u,: u,: u,: u,: u,0.2 u,0.2 u,: u,0.2 u,: u,: u,0.2 u,0.1 u,: u
A;PC_SAL;M;Y15-74;INEDUC;IE,: bu,: ,0.3 b,0.4 ,0.4 u,0.3 u,0.3 u,1.0 ,1.3 ,1.4 ,1.1 ,0.8 ,0.8 b,1.1 ,1.2 
A;PC_SAL;M;Y15-74;INEDUC;IT,2.2 b,2.8 ,2.8 ,2.8 ,2.5 ,2.5 ,2.3 ,2.3 ,2.0 ,2.2 ,2.1 ,2.4 ,2.6 ,2.4 ,2.5 
A;PC_SAL;M;Y15-74;INEDUC;LT,: bu,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,0.3 u,0.3 u,0.2 u,0.2 u
A;PC_SAL;M;Y15-74;INEDUC;LU,1.1 b,1.7 ,2.0 b,2.0 ,1.5 b,1.2 ,1.3 ,1.4 ,1.3 ,1.6 ,2.2 b,0.5 u,0.6 u,0.5 u,: 
A;PC_SAL;M;Y15-74;INEDUC;LV,: bu,: u,0.5 ,0.3 u,: u,0.7 u,: u,: u,: u,: u,: u,: u,: u,: c,: c
A;PC_SAL;M;Y15-74;INEDUC;MT,: bu,: u,: u,0.5 u,0.5 u,0.7 u,0.9 ,0.9 ,1.0 ,0.6 u,0.6 u,0.5 u,0.4 u,0.9 ,2.1 
A;PC_SAL;M;Y15-74;INEDUC;NL,0.1 bu,0.2 b,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.3 ,: c,: u,0.1 u,0.6 ,0.6 ,0.5 ,0.8 
A;PC_SAL;M;Y15-74;INEDUC;PL,1.9 b,2.3 ,2.4 ,2.3 ,2.2 ,2.3 b,2.7 b,2.6 ,2.4 ,2.8 ,3.0 ,2.3 ,2.1 ,2.1 ,2.1 
A;PC_SAL;M;Y15-74;INEDUC;PT,1.0 b,1.3 ,1.4 ,1.1 ,1.0 ,1.0 ,0.9 b,0.7 ,0.9 ,1.4 ,1.4 ,1.2 ,1.0 ,1.1 ,1.0 
A;PC_SAL;M;Y15-74;INEDUC;RO,: bu,: u,: u,: u,: u,: bu,: u,: u,: u,: u,: u,: u,: u,: u,: u
A;PC_SAL;M;Y15-74;INEDUC;SE,0.3 b,0.2 ,0.2 ,0.3 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.3 ,0.2 ,0.2 b,0.2 u
A;PC_SAL;M;Y15-74;INEDUC;SI,0.7 bu,0.6 u,0.6 u,0.5 u,0.5 u,0.3 u,0.3 u,0.4 u,0.4 u,0.5 u,0.5 u,0.3 u,0.4 u,0.4 u,0.5 u
A;PC_SAL;M;Y15-74;INEDUC;SK,: ,: u,: c,: u,: u,: u,: bu,: u,: u,: u,: u,: u,: u,: u,: u
A;PC_SAL;M;Y15-74;INEDUC;UK,0.4 b,0.4 ,0.3 b,0.3 b,0.3 ,0.3 ,0.2 ,0.3 ,0.4 ,0.4 ,0.3 ,0.4 ,0.4 ,0.5 ,0.4 
A;PC_SAL;M;Y15-74;INVTMP;AT,: ,0.9 ,1.0 ,0.9 ,0.9 ,0.7 ,0.7 ,0.7 ,0.6 ,0.7 ,0.7 ,0.7 ,0.6 ,0.8 ,0.7 
A;PC_SAL;M;Y15-74;INVTMP;BE,4.0 b,4.3 ,4.0 ,3.6 ,3.4 ,4.8 ,5.8 ,5.4 ,5.6 ,5.8 ,6.6 ,6.4 ,6.8 b,6.3 ,6.6 
A;PC_SAL;M;Y15-74;INVTMP;BG,3.7 b,3.6 ,2.8 ,2.4 b,3.8 ,3.2 b,3.1 b,3.2 ,4.4 ,3.5 ,3.0 ,3.0 ,4.2 ,2.9 ,3.4 
A;PC_SAL;M;Y15-74;INVTMP;CY,7.7 b,6.8 ,6.6 ,7.1 ,6.6 b,6.2 ,6.4 ,8.1 ,9.6 ,12.0 ,12.2 ,10.8 ,10.8 ,9.7 ,8.6 
A;PC_SAL;M;Y15-74;INVTMP;CZ,5.0 b,4.8 ,4.4 ,4.1 ,4.4 ,5.4 ,5.6 b,5.8 ,6.2 ,6.6 ,7.1 ,6.3 ,5.7 ,3.6 ,3.6 
A;PC_SAL;M;Y15-74;INVTMP;DE,2.1 b,2.4 b,2.8 ,2.3 ,2.0 ,2.1 b,2.2 ,1.9 b,1.7 ,1.5 ,1.4 ,1.8 ,1.8 ,1.6 ,1.4 
A;PC_SAL;M;Y15-74;INVTMP;DK,3.4 b,3.0 ,2.2 ,2.1 b,2.8 ,3.4 ,3.1 ,3.4 ,3.3 ,3.5 ,2.6 ,3.3 b,4.0 b,2.9 ,2.9 
A;PC_SAL;M;Y15-74;INVTMP;EE,1.8 b,1.4 ,0.9 u,1.3 ,1.5 ,2.1 ,2.0 ,1.8 ,1.4 ,0.9 u,1.2 ,0.8 u,0.4 u,0.6 u,: u
A;PC_SAL;M;Y15-74;INVTMP;EL,7.2 b,6.3 ,6.6 ,7.1 ,7.5 b,8.0 ,8.1 ,6.6 ,6.7 ,7.5 ,7.7 ,7.2 ,7.0 ,6.5 ,8.2 
A;PC_SAL;M;Y15-74;INVTMP;ES,: ,21.1 b,20.0 ,20.2 ,18.4 b,19.4 ,20.0 ,19.2 ,19.1 ,20.6 ,21.4 ,22.9 ,22.7 ,20.3 ,20.5 
A;PC_SAL;M;Y15-74;INVTMP;FI,8.6 b,8.3 ,7.4 b,5.9 ,7.0 ,7.0 ,7.5 ,7.4 ,8.2 ,8.4 ,8.5 ,8.8 ,8.4 ,8.5 ,7.7 
A;PC_SAL;M;Y15-74;INVTMP;FR,6.7 b,7.0 b,6.5 ,6.5 ,6.1 ,6.8 ,7.2 ,7.3 ,7.2 ,8.5 b,8.1 ,8.3 ,8.7 ,7.7 ,7.0 
A;PC_SAL;M;Y15-74;INVTMP;HR,6.8 b,6.6 ,6.0 ,6.1 ,5.2 ,5.5 ,6.4 ,6.4 ,7.3 ,8.1 b,9.0 ,17.9 ,17.8 ,16.6 ,14.3 
A;PC_SAL;M;Y15-74;INVTMP;HU,3.8 b,4.8 ,4.6 ,5.2 ,6.1 ,7.2 ,6.5 ,7.5 ,8.5 ,8.4 ,8.8 ,7.4 ,6.3 ,4.9 ,4.2 
A;PC_SAL;M;Y15-74;INVTMP;IE,0.8 b,1.1 ,1.2 b,1.4 ,2.0 ,2.9 ,3.2 ,5.0 ,5.6 ,4.9 ,4.9 ,4.2 ,3.5 b,2.8 ,2.3 
A;PC_SAL;M;Y15-74;INVTMP;IT,6.3 b,6.6 ,6.6 ,6.9 ,6.8 ,7.3 ,8.2 ,8.9 ,8.7 ,9.2 ,9.6 ,9.4 ,10.5 ,13.1 ,13.3 
A;PC_SAL;M;Y15-74;INVTMP;LT,6.1 b,5.0 ,3.4 u,1.7 u,2.3 ,2.3 ,2.2 ,2.1 ,2.3 ,2.2 ,1.6 ,1.5 ,1.2 ,0.9 ,0.8 
A;PC_SAL;M;Y15-74;INVTMP;LU,2.3 b,2.3 ,2.1 b,2.8 ,2.2 b,2.1 ,2.1 ,3.3 ,2.7 ,3.9 ,4.4 b,3.4 ,4.9 ,5.1 ,: c
A;PC_SAL;M;Y15-74;INVTMP;LV,5.1 b,6.7 ,3.6 ,3.5 ,4.8 ,6.6 ,5.5 ,4.6 ,3.7 ,2.5 ,2.4 ,2.3 ,1.3 ,2.0 ,2.2 
A;PC_SAL;M;Y15-74;INVTMP;MT,2.0 b,1.3 ,2.0 ,1.6 ,1.8 ,2.2 ,2.7 ,3.1 ,3.1 ,3.3 ,3.6 ,3.4 ,2.5 ,2.4 ,2.2 
A;PC_SAL;M;Y15-74;INVTMP;NL,4.6 b,4.5 b,4.7 ,4.1 ,4.6 ,4.2 ,4.1 ,4.6 ,5.7 ,6.6 ,6.8 ,6.9 ,6.6 ,5.7 ,5.4 
A;PC_SAL;M;Y15-74;INVTMP;PL,13.5 b,21.9 ,21.2 ,18.9 ,19.3 ,20.6 b,16.9 b,17.9 ,18.3 ,19.2 ,18.4 ,17.0 ,15.0 ,12.4 ,9.8 
A;PC_SAL;M;Y15-74;INVTMP;PT,13.5 b,15.4 ,17.6 ,17.6 ,16.8 ,18.5 ,18.4 b,17.8 ,18.2 ,18.0 ,18.4 ,18.7 ,18.1 ,17.6 ,16.5 
A;PC_SAL;M;Y15-74;INVTMP;RO,2.0 b,1.5 ,1.2 ,1.1 ,0.9 ,0.9 b,1.3 ,1.6 ,1.5 ,1.6 ,1.4 ,1.3 ,1.2 ,0.9 ,1.4 
A;PC_SAL;M;Y15-74;INVTMP;SE,7.8 b,8.0 ,7.4 ,6.3 ,6.8 ,7.7 ,7.6 ,7.2 ,7.6 ,8.1 ,8.3 ,7.5 ,6.9 ,7.0 b,6.7 
A;PC_SAL;M;Y15-74;INVTMP;SI,6.7 b,7.7 ,8.4 ,6.8 ,7.3 ,8.0 ,9.3 ,7.9 ,8.7 ,10.9 ,10.3 ,9.7 ,8.9 ,5.9 ,4.0 
A;PC_SAL;M;Y15-74;INVTMP;SK,3.7 b,3.8 ,3.5 ,3.3 ,3.6 ,3.0 ,5.5 b,5.5 ,6.0 ,7.8 ,8.0 ,5.9 ,7.0 ,5.6 ,5.1 
A;PC_SAL;M;Y15-74;INVTMP;UK,1.6 b,1.4 ,1.7 b,1.3 b,1.7 ,2.0 ,2.4 ,2.4 ,2.1 ,2.0 ,1.9 ,1.9 ,1.4 ,1.4 ,1.1 
A;PC_SAL;M;Y15-74;NRP;AT,: ,1.8 ,1.4 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;BE,1.5 b,1.5 ,1.5 ,1.8 ,1.8 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;BG,0.5 bu,0.4 u,0.5 u,0.6 bu,0.5 u,: bu,: bu,: c,: c,: c,: ,: c,: u,: c,: c
A;PC_SAL;M;Y15-74;NRP;CY,: bu,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;CZ,: bu,: ,: ,: c,: c,: c,: bc,: ,: ,: c,: ,: c,: c,: c,: c
A;PC_SAL;M;Y15-74;NRP;DE,4.3 b,3.9 b,3.5 ,4.0 ,4.2 ,4.3 b,4.3 ,4.5 b,4.4 ,4.4 ,4.4 ,3.9 ,3.6 ,3.6 ,3.3 
A;PC_SAL;M;Y15-74;NRP;DK,: bu,: u,0.5 ,0.2 bu,: ,: ,: c,: ,: c,: c,0.4 ,: bu,: bu,: u,: u
A;PC_SAL;M;Y15-74;NRP;EE,0.8 bu,: u,: ,: ,: ,0.9 u,0.8 u,0.8 u,0.7 u,0.6 u,0.7 u,1.1 ,1.0 ,0.5 u,0.6 u
A;PC_SAL;M;Y15-74;NRP;EL,1.5 b,1.4 ,1.2 ,1.4 ,1.6 b,1.5 ,1.3 ,1.2 ,1.5 ,2.3 ,2.2 ,0.8 ,1.0 ,1.3 ,1.3 
A;PC_SAL;M;Y15-74;NRP;ES,31.8 b,6.2 b,5.7 ,4.4 ,2.8 b,2.1 ,2.3 ,1.3 ,1.8 ,1.5 ,1.4 ,1.2 ,1.5 ,2.3 ,2.4 
A;PC_SAL;M;Y15-74;NRP;FI,: bu,: u,: bc,: c,: u,: u,: u,: u,: c,: u,: c,: u,: u,: u,: u
A;PC_SAL;M;Y15-74;NRP;FR,0.1 bu,1.0 b,1.1 ,1.0 ,1.1 ,1.3 ,1.2 ,1.2 ,1.4 ,1.0 b,1.2 ,1.4 ,1.4 ,1.1 ,1.5 
A;PC_SAL;M;Y15-74;NRP;HR,: bu,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: c,: c,: c,: u
A;PC_SAL;M;Y15-74;NRP;HU,2.1 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;IE,0.8 b,3.7 ,4.3 b,4.4 ,4.7 ,4.9 ,5.5 ,2.8 ,2.0 ,1.7 ,1.6 ,1.5 ,2.2 b,2.7 ,2.6 
A;PC_SAL;M;Y15-74;NRP;IT,0.4 b,0.1 ,0.1 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.1 ,0.1 ,0.1 ,0.1 ,0.1 ,0.1 ,0.1 
A;PC_SAL;M;Y15-74;NRP;LT,: bu,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;LU,0.7 bu,: ,: ,: ,0.5 bu,0.9 ,0.8 u,0.9 ,0.6 u,0.5 u,0.6 bu,1.9 ,1.4 ,1.2 ,9.2 
A;PC_SAL;M;Y15-74;NRP;LV,4.1 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;MT,: ,: c,: u,: ,: ,: c,: c,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;NL,3.3 b,3.3 b,3.5 ,3.7 ,4.1 ,3.7 ,3.8 ,4.6 ,5.1 ,5.4 ,5.6 ,5.1 ,5.1 ,5.2 ,5.2 
A;PC_SAL;M;Y15-74;NRP;PL,6.9 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;PT,2.8 b,: ,: ,: c,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;RO,: bu,: u,: u,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;SE,: bc,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.3 ,0.3 ,0.4 ,0.4 ,0.4 ,0.4 b,0.3 
A;PC_SAL;M;Y15-74;NRP;SI,1.4 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;M;Y15-74;NRP;SK,0.5 b,: ,: ,: ,: ,1.7 ,: ,: ,: ,0.3 ,0.7 ,0.9 ,0.4 ,0.4 ,: 
A;PC_SAL;M;Y15-74;NRP;UK,1.9 b,1.7 ,1.7 b,1.5 b,1.6 ,1.4 ,1.7 ,1.7 ,1.4 ,1.5 ,1.5 ,1.6 ,1.5 ,1.4 ,1.4 
A;PC_SAL;M;Y15-74;STAGE;AT,: ,0.7 ,0.7 ,0.8 ,0.7 ,1.0 ,0.9 ,0.9 ,0.8 ,1.0 ,1.0 ,0.9 ,1.0 ,1.2 ,1.1 
A;PC_SAL;M;Y15-74;STAGE;BG,1.0 b,1.3 ,1.0 ,0.7 bu,0.7 u,0.7 bu,0.8 bu,0.8 u,1.0 ,1.6 ,0.9 u,0.8 u,0.8 u,0.6 u,0.7 u
A;PC_SAL;M;Y15-74;STAGE;CY,: bu,: u,: u,: u,: bu,: u,: u,: u,: u,: u,: u,0.3 u,0.4 u,: u,: u
A;PC_SAL;M;Y15-74;STAGE;CZ,0.5 b,0.6 ,0.5 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1.0 ,1.3 
A;PC_SAL;M;Y15-74;STAGE;DE,1.3 b,1.4 b,1.6 ,1.7 ,1.4 ,1.6 b,1.7 ,1.7 b,1.5 ,1.5 ,1.7 ,1.8 ,1.7 ,1.8 ,1.7 
A;PC_SAL;M;Y15-74;STAGE;DK,: bu,: c,0.2 u,: bu,0.2 u,0.2 u,0.4 ,0.3 u,0.4 ,0.2 u,0.2 u,0.7 b,0.6 b,0.5 ,0.4 
A;PC_SAL;M;Y15-74;STAGE;EE,: bu,: u,0.5 u,0.6 u,: u,1.3 ,2.1 ,1.5 ,1.4 ,1.3 ,1.2 ,1.4 ,1.4 ,1.6 ,1.5 
A;PC_SAL;M;Y15-74;STAGE;EL,0.3 b,0.4 ,0.4 ,0.4 ,0.5 b,0.5 ,0.5 ,0.4 ,0.3 ,0.5 ,0.4 ,1.0 ,0.6 ,0.2 u,0.2 u
A;PC_SAL;M;Y15-74;STAGE;ES,: ,0.4 b,0.4 ,0.4 ,0.2 b,0.2 ,0.2 ,0.2 ,0.2 ,0.1 ,0.2 ,0.1 ,0.3 ,0.2 ,0.2 
A;PC_SAL;M;Y15-74;STAGE;FI,0.3 bu,0.4 u,0.4 b,0.5 ,0.3 u,0.6 ,0.5 ,0.4 ,0.3 u,0.4 ,0.2 u,0.3 u,0.4 ,0.4 ,0.4 
A;PC_SAL;M;Y15-74;STAGE;FR,0.7 b,0.8 b,0.8 ,0.7 ,0.5 ,0.4 ,0.6 ,0.5 ,0.4 ,0.4 b,0.4 ,0.5 ,0.5 ,0.4 ,0.5 
